teamIdHome,teamIdAway,home_team_position,away_team_position,matchweek,homeGF,homeGA,awayGF,awayGA,homeLast1,homeLast2,homeLast3,homeLast4,homeLast5,awayLast1,awayLast2,awayLast3,awayLast4,awayLast5,homeScore,awayScore,o35
11,16,13,15,13,17,12,16,23,0,0,0.5,0,1,0,0.5,0,0,1,1,0,0
14,18,4,5,13,16,17,22,18,0,0,1,1,1,0,1,1,1,1,2,2,1
6,7,18,11,13,17,22,16,18,0,1,0.5,0,0.5,1,0,1,0,0,1,0,0
19,13,6,12,13,14,18,12,26,1,1,0,1,1,0,1,0,0.5,1,0,0,0
20,1,10,3,13,17,13,17,13,1,0,0,1,0,1,0.5,1,0.5,1,0,0,0
5,8,7,17,13,16,17,21,13,0.5,1,0.5,1,0.5,0.5,0.5,0,0,0,2,1,0
18,2,5,1,14,24,20,26,13,0,1,1,1,1,0.5,1,0,1,1,2,2,1
1,17,3,16,14,17,13,11,18,1,0.5,1,0.5,1,0.5,1,0.5,0,0,0,1,0
8,11,17,13,14,22,15,18,12,0.5,0.5,0,0,0,0,0,0.5,0,1,3,0,0
20,14,10,4,14,17,13,18,19,1,0,0,1,0,0,0,1,1,1,2,2,1
9,10,19,20,14,18,15,16,18,0.5,0,0,0.5,0,0,0.5,0,0,0,1,3,1
13,6,12,18,14,12,26,18,22,0,1,0,0.5,1,0,1,0.5,0,0.5,1,3,1
7,3,11,2,14,16,19,27,17,1,0,1,0,0,1,1,1,0,1,1,1,0
15,5,14,7,14,17,27,18,18,0.5,1,0.5,0.5,0,0.5,1,0.5,1,0.5,2,2,1
16,12,15,9,14,16,24,16,18,0,0.5,0,0,1,0.5,0,0,1,0,0,3,0
4,19,8,6,14,16,12,14,18,0,0.5,0.5,1,1,1,1,0,1,1,0,1,0
6,4,18,8,15,21,23,16,13,0,1,0.5,0,0.5,0,0.5,0.5,1,1,2,2,1
5,18,7,5,15,20,20,26,22,0.5,1,0.5,1,0.5,0,1,1,1,1,0,3,0
10,17,20,16,15,19,19,12,18,0,0.5,0,0,0,0.5,1,0.5,0,0,2,2,1
2,20,1,10,15,28,15,19,15,0.5,1,0,1,1,1,0,0,1,0,2,1,0
12,8,9,17,15,19,18,25,15,0.5,0,0,1,0,0.5,0.5,0,0,0,0,1,0
16,7,15,11,15,16,27,17,20,0,0.5,0,0,1,1,0,1,0,0,0,1,0
11,15,13,14,15,18,15,19,29,0,0,0.5,0,1,0.5,1,0.5,0.5,0,1,1,0
14,1,4,3,15,20,21,17,14,0,0,1,1,1,1,0.5,1,0.5,1,0,2,0
3,13,2,12,15,28,18,13,29,1,1,1,0,1,0,1,0,0.5,1,2,1,0
19,9,6,19,15,15,18,19,18,1,1,0,1,1,0.5,0,0,0.5,0,0,1,0
4,3,8,2,16,18,15,30,19,0,0.5,0.5,1,1,1,1,1,0,1,2,3,1
9,6,19,18,16,20,18,23,25,0.5,0,0,0.5,0,0,1,0.5,0,0.5,3,2,1
14,2,4,1,16,20,23,30,16,0,0,1,1,1,0.5,1,0,1,1,1,2,0
8,7,17,11,16,26,15,18,20,0.5,0.5,0,0,0,1,0,1,0,0,0,1,0
18,11,5,13,16,29,22,19,16,0,1,1,1,1,0,0,0.5,0,1,1,2,0
17,19,16,6,16,14,20,15,19,0.5,1,0.5,0,0,1,1,0,1,1,2,2,1
13,16,12,15,16,14,31,16,28,0,1,0,0.5,1,0,0.5,0,0,1,2,3,1
15,12,14,9,16,20,30,19,19,0.5,1,0.5,0.5,0,0.5,0,0,1,0,1,1,0
1,10,3,20,16,19,14,21,21,1,0.5,1,0.5,1,0,0.5,0,0,0,4,2,1
20,5,10,7,16,20,17,20,23,1,0,0,1,0,0.5,1,0.5,1,0.5,1,0,0
9,5,19,7,17,23,20,20,24,0.5,0,0,0.5,0,0.5,1,0.5,1,0.5,0,2,0
12,3,9,2,17,20,20,33,21,0.5,0,0,1,0,1,1,1,0,1,1,1,0
11,20,13,10,17,21,17,21,17,0,0,0.5,0,1,1,0,0,1,0,2,2,1
7,2,11,1,17,19,20,32,17,1,0,1,0,0,0.5,1,0,1,1,1,2,0
6,18,18,5,17,25,28,30,24,0,1,0.5,0,0.5,0,1,1,1,1,4,1,1
4,14,8,4,17,20,18,21,25,0,0.5,0.5,1,1,0,0,1,1,1,1,0,0
13,1,12,3,17,16,34,23,16,0,1,0,0.5,1,1,0.5,1,0.5,1,1,3,1
8,10,17,20,17,26,16,23,25,0.5,0.5,0,0,0,0,0.5,0,0,0,1,0,0
16,19,15,6,17,19,30,17,21,0,0.5,0,0,1,1,1,0,1,1,3,2,1
17,15,16,14,17,16,22,21,31,0.5,1,0.5,0,0,0.5,1,0.5,0.5,0,0,0,0
2,12,1,9,18,34,18,21,21,0.5,1,0,1,1,0.5,0,0,1,0,2,1,0
18,9,5,19,18,31,28,23,22,0,1,1,1,1,0.5,0,0,0.5,0,1,2,0
6,4,18,8,18,29,29,21,18,0,1,0.5,0,0.5,0,0.5,0.5,1,1,3,1,1
1,11,3,13,18,26,17,23,19,1,0.5,1,0.5,1,0,0,0.5,0,1,2,1,0
15,7,14,11,18,21,31,20,22,0.5,1,0.5,0.5,0,1,0,1,0,0,3,3,1
20,16,10,15,18,23,19,22,32,1,0,0,1,0,0,0.5,0,0,1,2,0,0
10,13,20,12,18,23,26,17,37,0,0.5,0,0,0,0,1,0,0.5,1,3,1,1
5,8,7,17,18,22,24,27,16,0.5,1,0.5,1,0.5,0.5,0.5,0,0,0,2,0,0
3,19,2,6,18,34,22,19,24,1,1,1,0,1,1,1,0,1,1,2,0,0
14,17,4,16,18,21,26,16,22,0,0,1,1,1,0.5,1,0.5,0,0,2,1,0
4,18,8,5,19,22,21,32,30,0,0.5,0.5,1,1,0,1,1,1,1,4,1,1
16,1,15,3,19,22,34,28,18,0,0.5,0,0,1,1,0.5,1,0.5,1,2,0,0
3,20,2,10,19,36,22,25,19,1,1,1,0,1,1,0,0,1,0,1,1,0
19,2,6,1,19,19,26,36,19,1,1,0,1,1,0.5,1,0,1,1,2,4,1
7,14,11,4,19,23,25,23,27,1,0,1,0,0,0,0,1,1,1,2,0,0
8,9,17,19,19,27,18,25,23,0.5,0.5,0,0,0,0.5,0,0,0.5,0,1,1,0
13,5,12,7,19,18,40,24,24,0,1,0,0.5,1,0.5,1,0.5,1,0.5,0,2,0
11,10,13,20,19,24,21,26,27,0,0,0.5,0,1,0,0.5,0,0,0,0,1,0
12,15,9,14,19,22,23,24,34,0.5,0,0,1,0,0.5,1,0.5,0.5,0,3,1,1
17,6,16,18,19,17,24,32,30,0.5,1,0.5,0,0,0,1,0.5,0,0.5,0,0,0
9,13,19,12,20,26,24,18,42,0.5,0,0,0.5,0,0,1,0,0.5,1,1,2,0
4,17,8,16,20,26,22,17,24,0,0.5,0.5,1,1,0.5,1,0.5,0,0,1,1,0
1,3,3,2,20,28,20,37,23,1,0.5,1,0.5,1,1,1,1,0,1,2,0,0
2,20,1,10,20,40,21,26,20,0.5,1,0,1,1,1,0,0,1,0,0,0,0
14,12,4,9,20,23,29,25,24,0,0,1,1,1,0.5,0,0,1,0,1,3,1
6,7,18,11,20,32,30,25,25,0,1,0.5,0,0.5,1,0,1,0,0,0,2,0
5,11,7,13,20,26,24,24,22,0.5,1,0.5,1,0.5,0,0,0.5,0,1,1,1,0
15,19,14,6,20,25,37,21,30,0.5,1,0.5,0.5,0,1,1,0,1,1,0,2,0
18,8,5,17,20,33,34,28,19,0,1,1,1,1,0.5,0.5,0,0,0,2,2,1
10,16,20,15,20,27,27,24,34,0,0.5,0,0,0,0,0.5,0,0,1,1,0,0
12,6,9,18,21,28,25,32,32,0.5,0,0,1,0,0,1,0.5,0,0.5,1,2,0
2,1,1,3,21,40,21,30,20,0.5,1,0,1,1,1,0.5,1,0.5,1,0,1,0
16,5,15,7,21,24,35,27,25,0,0.5,0,0,1,0.5,1,0.5,1,0.5,2,1,0
7,4,11,8,21,27,25,27,23,1,0,1,0,0,0,0.5,0.5,1,1,0,3,0
19,14,6,4,21,23,30,24,32,1,1,0,1,1,0,0,1,1,1,1,1,0
13,8,12,17,21,20,43,30,21,0,1,0,0.5,1,0.5,0.5,0,0,0,1,2,0
17,18,16,5,21,18,25,35,36,0.5,1,0.5,0,0,0,1,1,1,1,2,3,1
3,10,2,20,21,37,25,28,27,1,1,1,0,1,0,0.5,0,0,0,3,0,0
20,15,10,14,21,26,20,25,39,1,0,0,1,0,0.5,1,0.5,0.5,0,0,2,0
11,9,13,19,21,25,23,27,26,0,0,0.5,0,1,0.5,0,0,0.5,0,0,1,0
5,3,7,2,22,28,27,40,25,0.5,1,0.5,1,0.5,1,1,1,0,1,1,1,0
4,12,8,9,22,30,23,29,27,0,0.5,0.5,1,1,0.5,0,0,1,0,1,1,0
14,20,4,10,22,25,33,26,22,0,0,1,1,1,1,0,0,1,0,3,0,0
6,19,18,6,22,34,33,24,31,0,1,0.5,0,0.5,1,1,0,1,1,1,0,0
17,7,16,11,22,20,28,27,28,0.5,1,0.5,0,0,1,0,1,0,0,2,1,0
10,2,20,1,22,28,30,40,22,0,0.5,0,0,0,0.5,1,0,1,1,2,2,1
18,13,5,12,22,38,38,21,45,0,1,1,1,1,0,1,0,0.5,1,2,4,1
15,1,14,3,22,27,39,31,20,0.5,1,0.5,0.5,0,1,0.5,1,0.5,1,1,3,1
8,11,17,13,22,32,22,25,24,0.5,0.5,0,0,0,0,0,0.5,0,1,0,0,0
9,16,19,15,22,28,26,26,36,0.5,0,0,0.5,0,0,0.5,0,0,1,2,1,0
12,17,9,16,23,30,28,22,29,0.5,0,0,1,0,0.5,1,0.5,0,0,2,1,0
2,5,1,7,23,42,24,29,28,0.5,1,0,1,1,0.5,1,0.5,1,0.5,3,1,1
3,9,2,19,23,41,26,30,27,1,1,1,0,1,0.5,0,0,0.5,0,3,1,1
19,4,6,8,23,24,32,31,24,1,1,0,1,1,0,0.5,0.5,1,1,3,2,1
1,14,3,4,23,34,21,28,33,1,0.5,1,0.5,1,0,0,1,1,1,0,0,0
11,13,13,12,23,25,24,25,47,0,0,0.5,0,1,0,1,0,0.5,1,0,1,0
20,6,10,18,23,26,25,35,33,1,0,0,1,0,0,1,0.5,0,0.5,1,1,0
15,10,14,20,23,28,42,30,32,0.5,1,0.5,0.5,0,0,0.5,0,0,0,2,1,0
16,8,15,17,23,27,38,32,22,0,0.5,0,0,1,0.5,0.5,0,0,0,0,3,0
7,18,11,5,23,28,30,40,42,1,0,1,0,0,0,1,1,1,1,1,1,0
9,2,19,1,24,31,30,45,25,0.5,0,0,0.5,0,0.5,1,0,1,1,0,0,0
6,1,18,3,24,36,34,34,21,0,1,0.5,0,0.5,1,0.5,1,0.5,1,0,0,0
18,11,5,13,24,41,43,25,25,0,1,1,1,1,0,0,0.5,0,1,2,1,0
8,3,17,2,24,35,22,44,27,0.5,0.5,0,0,0,1,1,1,0,1,2,3,1
14,10,4,20,24,28,33,31,34,0,0,1,1,1,0,0.5,0,0,0,1,1,0
4,20,8,10,24,33,27,27,26,0,0.5,0.5,1,1,1,0,0,1,0,1,1,0
5,15,7,14,24,30,31,30,43,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,0,3,1,1
7,12,11,9,24,29,31,32,29,1,0,1,0,0,0.5,0,0,1,0,4,1,1
13,16,12,15,24,26,47,27,41,0,1,0,0.5,1,0,0.5,0,0,1,3,1,1
17,19,16,6,24,23,31,27,34,0.5,1,0.5,0,0,1,1,0,1,1,0,1,0
1,4,3,8,25,34,21,34,28,1,0.5,1,0.5,1,0,0.5,0.5,1,1,1,2,0
10,6,20,18,25,32,35,36,34,0,0.5,0,0,0,0,1,0.5,0,0.5,1,2,0
16,11,15,13,25,28,44,26,27,0,0.5,0,0,1,0,0,0.5,0,1,2,2,1
19,7,6,11,25,28,34,33,32,1,1,0,1,1,1,0,1,0,0,1,0,0
12,18,9,5,25,33,33,43,44,0.5,0,0,1,0,0,1,1,1,1,2,2,1
15,9,14,19,25,31,46,31,30,0.5,1,0.5,0.5,0,0.5,0,0,0.5,0,1,0,0
14,5,4,7,25,29,34,33,32,0,0,1,1,1,0.5,1,0.5,1,0.5,0,0,0
2,8,1,17,25,45,25,37,25,0.5,1,0,1,1,0.5,0.5,0,0,0,1,0,0
20,17,10,16,25,28,27,23,32,1,0,0,1,0,0.5,1,0.5,0,0,3,2,1
3,13,2,12,25,47,29,29,48,1,1,1,0,1,0,1,0,0.5,1,2,2,1
6,5,18,7,26,38,35,33,32,0,1,0.5,0,0.5,0.5,1,0.5,1,0.5,3,2,1
17,1,16,3,26,25,35,35,23,0.5,1,0.5,0,0,1,0.5,1,0.5,1,1,2,0
18,16,5,15,26,45,46,30,46,0,1,1,1,1,0,0.5,0,0,1,3,1,1
8,15,17,14,26,37,26,32,46,0.5,0.5,0,0,0,0.5,1,0.5,0.5,0,5,1,1
7,20,11,10,26,33,33,31,29,1,0,1,0,0,1,0,0,1,0,1,0,0
11,3,13,2,26,28,29,49,31,0,0,0.5,0,1,1,1,1,0,1,1,2,0
4,10,8,20,26,36,29,33,37,0,0.5,0.5,1,1,0,0.5,0,0,0,4,1,1
13,2,12,1,26,31,50,46,25,0,1,0,0.5,1,0.5,1,0,1,1,2,0,0
12,19,9,6,26,35,35,29,34,0.5,0,0,1,0,1,1,0,1,1,1,0,0
9,14,19,4,26,31,31,29,34,0.5,0,0,0.5,0,0,0,1,1,1,0,1,0
10,17,20,16,27,34,41,26,37,0,0.5,0,0,0,0.5,1,0.5,0,0,3,2,1
5,4,7,8,27,35,35,40,30,0.5,1,0.5,1,0.5,0,0.5,0.5,1,1,2,1,0
6,9,18,19,27,41,37,31,32,0,1,0.5,0,0.5,0.5,0,0,0.5,0,2,2,1
1,7,3,11,27,37,24,34,33,1,0.5,1,0.5,1,1,0,1,0,0,2,0,0
15,13,14,12,27,33,51,33,50,0.5,1,0.5,0.5,0,0,1,0,0.5,1,4,2,1
2,11,1,13,27,46,27,29,31,0.5,1,0,1,1,0,0,0.5,0,1,1,0,0
3,16,2,15,27,51,32,31,49,1,1,1,0,1,0,0.5,0,0,1,3,0,0
19,18,6,5,27,29,35,48,47,1,1,0,1,1,0,1,1,1,1,1,1,0
20,12,10,9,27,31,30,36,35,1,0,0,1,0,0.5,0,0,1,0,1,1,0
14,8,4,17,27,30,34,42,27,0,0,1,1,1,0.5,0.5,0,0,0,1,1,0
12,1,9,3,28,37,36,39,24,0.5,0,0,1,0,1,0.5,1,0.5,1,2,3,1
17,5,16,7,28,28,40,37,36,0.5,1,0.5,0,0,0.5,1,0.5,1,0.5,1,0,0
4,9,8,19,28,41,32,33,34,0,0.5,0.5,1,1,0.5,0,0,0.5,0,2,0,0
18,3,5,2,28,49,48,54,32,0,1,1,1,1,1,1,1,0,1,2,2,1
13,14,12,4,28,35,54,31,35,0,1,0,0.5,1,0,0,1,1,1,4,1,1
11,15,13,14,28,29,32,37,53,0,0,0.5,0,1,0.5,1,0.5,0.5,0,4,1,1
19,20,6,10,28,30,36,32,31,1,1,0,1,1,1,0,0,1,0,1,1,0
16,2,15,1,28,31,52,47,27,0,0.5,0,0,1,0.5,1,0,1,1,1,1,0
7,10,11,20,28,34,35,37,43,1,0,1,0,0,0,0.5,0,0,0,2,0,0
8,6,17,18,28,43,28,43,39,0.5,0.5,0,0,0,0,1,0.5,0,0.5,1,1,0
9,17,19,16,29,33,36,29,40,0.5,0,0,0.5,0,0.5,1,0.5,0,0,2,4,1
4,8,8,17,29,43,32,44,29,0,0.5,0.5,1,1,0.5,0.5,0,0,0,1,1,0
2,3,1,2,29,48,28,56,34,0.5,1,0,1,1,1,1,1,0,1,1,0,0
20,18,10,5,29,33,32,51,50,1,0,0,1,0,0,1,1,1,1,1,0,0
14,11,4,13,29,32,39,33,33,0,0,1,1,1,0,0,0.5,0,1,4,2,1
6,13,18,12,29,44,40,39,55,0,1,0.5,0,0.5,0,1,0,0.5,1,1,0,0
10,12,20,9,29,37,45,39,39,0,0.5,0,0,0,0.5,0,0,1,0,3,1,1
15,16,14,15,29,38,57,32,53,0.5,1,0.5,0.5,0,0,0.5,0,0,1,1,0,0
1,19,3,6,29,42,26,31,37,1,0.5,1,0.5,1,1,1,0,1,1,3,1,1
5,7,7,11,29,37,37,36,35,0.5,1,0.5,1,0.5,1,0,1,0,0,0,0,0
18,2,5,1,30,51,51,49,28,0,1,1,1,1,0.5,1,0,1,1,2,0,0
12,5,9,7,30,40,42,37,37,0.5,0,0,1,0,0.5,1,0.5,1,0.5,1,4,1
19,10,6,20,30,32,40,40,46,1,1,0,1,1,0,0.5,0,0,0,1,1,0
3,15,2,14,30,56,35,39,57,1,1,1,0,1,0.5,1,0.5,0.5,0,2,3,1
11,6,13,18,30,35,37,45,40,0,0,0.5,0,1,0,1,0.5,0,0.5,0,2,0
17,8,16,17,30,33,42,45,30,0.5,1,0.5,0,0,0.5,0.5,0,0,0,1,0,0
16,14,15,4,30,32,54,36,41,0,0.5,0,0,1,0,0,1,1,1,2,1,0
20,1,10,3,30,34,32,45,27,1,0,0,1,0,1,0.5,1,0.5,1,1,0,0
7,9,11,19,30,36,35,35,40,1,0,1,0,0,0.5,0,0,0.5,0,0,0,0
13,4,12,8,30,39,56,44,33,0,1,0,0.5,1,0,0.5,0.5,1,1,1,0,0
9,12,19,9,31,35,40,41,46,0.5,0,0,0.5,0,0.5,0,0,1,0,3,2,1
1,18,3,5,31,45,28,53,51,1,0.5,1,0.5,1,0,1,1,1,1,1,0,0
5,19,7,6,31,41,38,33,41,0.5,1,0.5,1,0.5,1,1,0,1,1,3,2,1
10,20,20,10,31,41,47,35,32,0,0.5,0,0,0,1,0,0,1,0,1,1,0
4,11,8,13,31,44,34,35,39,0,0.5,0.5,1,1,0,0,0.5,0,1,1,0,0
14,3,4,2,31,37,43,58,38,0,0,1,1,1,1,1,1,0,1,1,3,1
6,16,18,15,31,47,40,34,55,0,1,0.5,0,0.5,0,0.5,0,0,1,0,0,0
15,2,14,1,31,42,59,49,30,0.5,1,0.5,0.5,0,0.5,1,0,1,1,2,3,1
17,13,16,12,31,34,42,40,56,0.5,1,0.5,0,0,0,1,0,0.5,1,1,2,0
8,7,17,11,31,45,31,36,35,0.5,0.5,0,0,0,1,0,1,0,0,2,3,1
3,6,2,18,32,61,39,47,40,1,1,1,0,1,0,1,0.5,0,0.5,1,0,0
12,8,9,17,32,43,49,47,34,0.5,0,0,1,0,0.5,0.5,0,0,0,1,0,0
18,15,5,14,32,53,52,44,62,0,1,1,1,1,0.5,1,0.5,0.5,0,3,3,1
20,5,10,7,32,36,33,44,40,1,0,0,1,0,0.5,1,0.5,1,0.5,2,0,0
2,14,1,4,32,52,32,38,46,0.5,1,0,1,1,0,0,1,1,1,1,0,0
16,4,15,8,32,34,55,45,34,0,0.5,0,0,1,0,0.5,0.5,1,1,0,2,0
19,9,6,19,32,35,44,38,42,1,1,0,1,1,0.5,0,0,0.5,0,3,0,0
7,13,11,12,32,39,37,42,57,1,0,1,0,0,0,1,0,0.5,1,1,1,0
11,17,13,16,32,35,40,35,44,0,0,0.5,0,1,0.5,1,0.5,0,0,3,0,0
1,10,3,20,32,46,28,42,48,1,0.5,1,0.5,1,0,0.5,0,0,0,2,0,0
8,19,17,6,33,47,35,38,44,0.5,0.5,0,0,0,1,1,0,1,1,1,0,0
6,2,18,1,33,47,41,53,32,0,1,0.5,0,0.5,0.5,1,0,1,1,1,1,0
4,3,8,2,33,47,34,62,39,0,0.5,0.5,1,1,1,1,1,0,1,1,2,0
5,1,7,3,33,44,42,48,28,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,1,1,0
14,15,4,14,33,38,47,47,65,0,0,1,1,1,0.5,1,0.5,0.5,0,0,2,0
10,18,20,5,33,42,50,56,55,0,0.5,0,0,0,0,1,1,1,1,1,1,0
13,12,12,9,33,43,58,44,49,0,1,0,0.5,1,0.5,0,0,1,0,2,0,0
7,11,11,13,33,40,38,38,40,1,0,1,0,0,0,0,0.5,0,1,2,2,1
9,20,19,10,33,38,45,38,33,0.5,0,0,0.5,0,1,0,0,1,0,1,0,0
17,16,16,15,33,35,47,34,57,0.5,1,0.5,0,0,0,0.5,0,0,1,2,0,0
1,9,3,19,34,49,29,39,45,1,0.5,1,0.5,1,0.5,0,0,0.5,0,1,1,0
2,4,1,8,34,54,33,48,36,0.5,1,0,1,1,0,0.5,0.5,1,1,2,0,0
10,5,20,7,34,43,51,45,43,0,0.5,0,0,0,0.5,1,0.5,1,0.5,0,1,0
3,17,2,16,34,64,40,37,47,1,1,1,0,1,0.5,1,0.5,0,0,2,0,0
12,11,9,13,34,44,51,40,42,0.5,0,0,1,0,0,0,0.5,0,1,1,0,0
15,6,14,18,34,49,65,48,42,0.5,1,0.5,0.5,0,0,1,0.5,0,0.5,1,2,0
18,14,5,4,34,57,56,38,49,0,1,1,1,1,0,0,1,1,1,0,1,0
20,8,10,17,34,38,34,48,35,1,0,0,1,0,0.5,0.5,0,0,0,2,0,0
19,13,6,12,34,38,45,45,58,1,1,0,1,1,0,1,0,0.5,1,3,1,1
16,7,15,11,34,34,59,42,40,0,0.5,0,0,1,1,0,1,0,0,2,0,0
17,2,16,1,35,37,49,56,33,0.5,1,0.5,0,0,0.5,1,0,1,1,1,0,0
5,18,7,5,35,46,43,57,57,0.5,1,0.5,1,0.5,0,1,1,1,1,0,0,0
8,1,17,3,35,48,37,50,30,0.5,0.5,0,0,0,1,0.5,1,0.5,1,1,1,0
11,19,13,6,35,40,43,41,46,0,0,0.5,0,1,1,1,0,1,1,3,0,0
13,20,12,10,35,46,61,40,34,0,1,0,0.5,1,1,0,0,1,0,1,1,0
9,10,19,20,35,40,46,43,52,0.5,0,0,0.5,0,0,0.5,0,0,0,1,0,0
4,15,8,14,35,48,38,50,67,0,0.5,0.5,1,1,0.5,1,0.5,0.5,0,2,2,1
6,14,18,4,35,50,43,39,49,0,1,0.5,0,0.5,0,0,1,1,1,3,1,1
7,3,11,2,35,42,42,66,40,1,0,1,0,0,1,1,1,0,1,0,3,0
12,16,9,15,35,45,51,36,59,0.5,0,0,1,0,0,0.5,0,0,1,2,2,1
5,9,7,19,36,46,43,41,46,0.5,1,0.5,1,0.5,0.5,0,0,0.5,0,2,0,0
3,12,2,9,36,69,40,47,53,1,1,1,0,1,0.5,0,0,1,0,4,1,1
2,7,1,11,36,56,34,42,45,0.5,1,0,1,1,1,0,1,0,0,0,0,0
18,6,5,18,36,57,57,53,44,0,1,1,1,1,0,1,0.5,0,0.5,3,2,1
10,8,20,17,36,43,53,49,38,0,0.5,0,0,0,0.5,0.5,0,0,0,1,2,0
19,16,6,15,36,41,49,38,61,1,1,0,1,1,0,0.5,0,0,1,3,1,1
15,17,14,16,36,52,69,38,49,0.5,1,0.5,0.5,0,0.5,1,0.5,0,0,0,1,0
20,11,10,13,36,41,35,43,43,1,0,0,1,0,0,0,0.5,0,1,1,0,0
14,4,4,8,36,40,52,50,40,0,0,1,1,1,0,0.5,0.5,1,1,1,0,0
1,13,3,12,36,51,31,47,62,1,0.5,1,0.5,1,0,1,0,0.5,1,0,1,0
12,2,9,1,37,48,57,56,34,0.5,0,0,1,0,0.5,1,0,1,1,1,3,1
4,6,8,18,37,50,41,55,47,0,0.5,0.5,1,1,0,1,0.5,0,0.5,2,2,1
9,18,19,5,37,41,48,60,59,0.5,0,0,0.5,0,0,1,1,1,1,0,0,0
13,10,12,20,37,48,62,44,55,0,1,0,0.5,1,0,0.5,0,0,0,2,4,1
19,3,6,2,37,44,50,73,41,1,1,0,1,1,1,1,1,0,1,0,2,0
17,14,16,4,37,39,49,41,52,0.5,1,0.5,0,0,0,0,1,1,1,1,3,1
11,1,13,3,37,43,44,51,32,0,0,0.5,0,1,1,0.5,1,0.5,1,1,1,0
8,5,17,7,37,51,39,48,43,0.5,0.5,0,0,0,0.5,1,0.5,1,0.5,0,1,0
7,15,11,14,37,42,45,52,70,1,0,1,0,0,0.5,1,0.5,0.5,0,3,1,1
16,20,15,10,37,39,64,42,35,0,0.5,0,0,1,1,0,0,1,0,2,3,1
18,4,5,8,38,60,59,52,43,0,1,1,1,1,0,0.5,0.5,1,1,0,2,0
6,17,18,16,38,57,49,40,52,0,1,0.5,0,0.5,0.5,1,0.5,0,0,1,0,0
9,8,19,17,38,41,48,51,40,0.5,0,0,0.5,0,0.5,0.5,0,0,0,2,0,0
1,16,3,15,38,52,33,41,67,1,0.5,1,0.5,1,0,0.5,0,0,1,3,2,1
20,3,10,2,38,45,37,75,41,1,0,0,1,0,1,1,1,0,1,0,1,0
14,7,4,11,38,44,53,45,46,0,0,1,1,1,1,0,1,0,0,1,0,0
10,11,20,13,38,48,57,44,45,0,0.5,0,0,0,0,0,0.5,0,1,0,2,0
5,13,7,12,38,49,43,50,66,0.5,1,0.5,1,0.5,0,1,0,0.5,1,0,0,0
15,12,14,9,38,53,73,49,60,0.5,1,0.5,0.5,0,0.5,0,0,1,0,0,0,0
2,19,1,6,38,59,35,44,52,0.5,1,0,1,1,1,1,0,1,1,2,2,1
3,1,2,3,1,1,0,3,2,1,1,1,0,1,1,0.5,1,0.5,1,1,0,0
13,9,12,19,1,0,0,2,0,0,1,0,0.5,1,0.5,0,0,0.5,0,1,1,0
17,4,16,8,1,0,1,2,0,0.5,1,0.5,0,0,0,0.5,0.5,1,1,2,2,1
12,14,9,4,1,0,0,1,0,0.5,0,0,1,0,0,0,1,1,1,0,0,0
8,18,17,5,1,0,2,0,2,0.5,0.5,0,0,0,0,1,1,1,1,2,1,0
19,15,6,14,1,2,2,0,0,1,1,0,1,1,0.5,1,0.5,0.5,0,2,2,1
11,5,13,7,1,2,0,0,0,0,0,0.5,0,1,0.5,1,0.5,1,0.5,2,2,1
20,2,10,1,1,0,1,2,2,1,0,0,1,0,0.5,1,0,1,1,2,0,0
7,6,11,18,1,0,1,1,0,1,0,1,0,0,0,1,0.5,0,0.5,1,0,0
16,10,15,20,1,2,3,0,2,0,0.5,0,0,1,0,0.5,0,0,0,2,3,1
6,12,18,9,2,1,1,0,0,0,1,0.5,0,0.5,0.5,0,0,1,0,2,1,0
1,2,3,1,2,3,3,2,4,1,0.5,1,0.5,1,0.5,1,0,1,1,1,3,1
10,3,20,2,2,3,4,2,0,0,0.5,0,0,0,1,1,1,0,1,0,4,1
8,13,17,12,2,2,3,1,1,0.5,0.5,0,0,0,0,1,0,0.5,1,2,0,0
5,16,7,15,2,2,2,4,6,0.5,1,0.5,1,0.5,0,0.5,0,0,1,3,1,1
15,20,14,10,2,2,2,2,1,0.5,1,0.5,0.5,0,1,0,0,1,0,0,1,0
18,17,5,16,2,1,4,2,3,0,1,1,1,1,0.5,1,0.5,0,0,1,1,0
9,11,19,13,2,3,1,4,2,0.5,0,0,0.5,0,0,0,0.5,0,1,2,0,0
4,7,8,11,2,4,2,1,1,0,0.5,0.5,1,1,1,0,1,0,0,1,1,0
14,19,4,6,2,1,0,4,4,0,0,1,1,1,1,1,0,1,1,1,1,0
3,5,2,7,3,6,0,5,3,1,1,1,0,1,0.5,1,0.5,1,0.5,0,0,0
12,4,9,8,3,1,2,5,3,0.5,0,0,1,0,0,0.5,0.5,1,1,2,4,1
19,6,6,18,3,5,5,3,2,1,1,0,1,1,0,1,0.5,0,0.5,1,2,0
16,9,15,19,3,5,9,5,1,0,0.5,0,0,1,0.5,0,0,0.5,0,0,3,0
7,17,11,16,3,2,2,3,4,1,0,1,0,0,0.5,1,0.5,0,0,3,2,1
20,14,10,4,3,3,1,2,1,1,0,0,1,0,0,0,1,1,1,1,1,0
13,18,12,5,3,1,3,2,5,0,1,0,0.5,1,0,1,1,1,1,0,3,0
11,8,13,17,3,4,4,4,3,0,0,0.5,0,1,0.5,0.5,0,0,0,1,1,0
